SMILES
C[C@H](N)C(=O)O
CNC[C@H](N)C(=O)O
N[C@@H](Cc1cccnc1)C(=O)O
N[C@@H](CCl)C(=O)O
N[C@@H](Cc1cccs1)C(=O)O
N[C@@H](Cn1cccn1)C(=O)O
N[C@@H](Cc1ccncc1)C(=O)O
N[C@@H](Cc1ccc2ccccc2c1)C(=O)O
N[C@@H](Cc1ccsc1)C(=O)O
CN(C)C[C@H](N)C(=O)O
Nc1nc(C[C@H](N)C(=O)O)cs1
N#CC[C@H](N)C(=O)O
N[C@@H](Cc1ccccn1)C(=O)O
N[C@@H](Cn1ccc(=O)o1)C(=O)O
C=CC[S@](=O)C[C@H](N)C(=O)O
N[C@@H](CS(=O)CC(=O)O)C(=O)O
N[C@@H](CNC(=O)NO)C(=O)O
NCC[Se]C[C@H](N)C(=O)O
[N-]=[N+]=NC[C@H](N)C(=O)O
N[C@@H](CS(=O)c1ccc(Br)cc1)C(=O)O
N[C@@H](CC1CCNCC1)C(=O)O
N[C@@H](CNC(=O)c1ccccc1)C(=O)O
N[C@@H](Cc1c[nH]oc1=O)C(=O)O
N=C1C=C(C[C@H](N)C(=O)O)C(O)=CC1=O
C=CC[Se]C[C@H](N)C(=O)O
N[C@H](C(=O)O)C(F)(F)F
CN(C[C@H](N)C(=O)O)C(=O)O
N[C@@H](CS(=O)(=O)CC(=O)O)C(=O)O
N[C@@H](CF)C(=O)O
N[C@@H](C[Se]Cc1ccccc1)C(=O)O
N[C@@H](CNC(=O)CP(=O)(O)O)C(=O)O
N[C@@H](Cc1ccc(-c2ccccn2)nc1)C(=O)O
COc1ccc([Se]C[C@H](N)C(=O)O)cc1
N[C@@H](CC1=C/C(=N\CCc2ccc(O)cc2)C(=O)C=C1O)C(=O)O
N[C@@H](Cc1c2ccccc2cc2ccccc12)C(=O)O
N[C@@H](C[SeH])C(=O)O
N[C@H](C(=O)O)C(c1ccccc1)c1ccccc1
CC(C)(C)C(=O)Oc1ccc(C[C@H](N)C(=O)O)cc1O
N[C@@H](CSC=C(Cl)Cl)C(=O)O
COc1ccc(C[C@H](N)C(=O)O)cc1C(N)=O
CCCCCCCCOc1ccc(N)cc1C[C@H](N)C(=O)O
N[C@@H](CNC(=O)COP(=O)(O)O)C(=O)O
N[C@@H](CNO)C(=O)O
C[n+]1cccc(C[C@H](N)C(=O)O)c1
N[C@@H](CSC(CO)c1ccccc1)C(=O)O
N[C@@H](C[Se]Cc1ccc(Cl)c(Cl)c1)C(=O)O
CCC[Se]C[C@H](N)C(=O)O
N[C@@H](C[Se]c1ccc(Cl)cc1)C(=O)O
N[C@@H](CNC(=O)OCc1ccccc1)C(=O)O
N[C@@H](Cc1cnc2ccccc2c1)C(=O)O
N[C@@H](Cc1cccc2cccnc12)C(=O)O
CN(C)c1ccc2c(c1)C(=O)N(C[C@H](N)C(=O)O)C2=O
NC(=O)CCSC[C@H](N)C(=O)O
N[C@@H](Cc1ccc2ccc3cccnc3c2n1)C(=O)O
Cc1ccc(C[C@H](N)C(=O)O)s1
CCN(CC)C[C@H](N)C(=O)O
N[C@@H](Cc1cnc2c(O)cccc2c1)C(=O)O
CC1(C)C=C(CSSC[C@H](N)C(=O)O)C(C)(C)[N+]1=O
CCCS(=O)C[C@H](N)C(=O)O
C=CCS(=O)C[C@H](N)C(=O)O
N[C@@H](Cc1nc2ccccc2o1)C(=O)O
Cc1cc(C[C@H](N)C(=O)O)on1
N[C@@H](CS(=O)/C(Cl)=C/Cl)C(=O)O
COc1ccc(C[Se]C[C@H](N)C(=O)O)cc1
Cc1ccc([Se]C[C@H](N)C(=O)O)cc1
CC(C)(C)OC(=O)N1CCC(CCC(=O)N2CCC[C@@H](C(=O)NC[C@H](N)C(=O)O)C2)CC1
N[C@@H](CB(O)O)C(=O)O
