SMILES
N[C@@H](Cc1c(C(c2c[nH]c3ccccc23)C(O)CO)[nH]c2ccccc12)C(=O)O
N[C@@H](Cc1c(O)[nH]c2ccccc12)C(=O)O
N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O
N[C@@H](Cc1cn(N=O)c2ccccc12)C(=O)O
CC(C)=CCc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12
CC(C)=CCc1cccc2c(C[C@H](N)C(=O)O)c[nH]c12
N[C@@H](Cc1c[nH]c2ccc(N(CCCl)CCCl)cc12)C(=O)O
Cn1cc(C[C@H](N)C(=O)O)c2ccccc21
CC(C)(C)n1cc(C[C@H](N)C(=O)O)c2ccccc21
N[C@@H](Cc1c[nH]c2c(O)cccc12)C(=O)O
N[C@@H](Cc1c(Cc2c[nH]c3ccccc23)[nH]c2ccccc12)C(=O)O
N[C@H](C(=O)O)C(O)c1c[nH]c2ccccc12
N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)O
N[C@@H](Cc1c[nH]c2cccc(C(=O)O)c12)C(=O)O
CC(C)([C@@H]1CO1)n1cc([C@@H](O)[C@H](N)C(=O)O)c2ccccc21
Cc1ccc2[nH]cc(C[C@H](N)C(=O)O)c2c1
N[C@@H](Cc1c[nH]c2cc(F)ccc12)C(=O)O
N[C@@H](Cc1c[nH]c2ccc(F)cc12)C(=O)O
N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)O
N[C@@H](Cc1c[nH]c2c(F)cc(F)cc12)C(=O)O
N[C@@H](Cc1c([C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[nH]c2ccccc12)C(=O)O
N[C@@H](Cc1c([C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[nH]c2ccccc12)C(=O)O
N[C@@H](Cc1cn([C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)c2ccccc12)C(=O)O
N[C@@H](Cc1c[nH]c2ccc(C(=O)[C@@H](N)CCC(=O)O)cc12)C(=O)O
N[C@@H](Cc1c[nH]c2c(Cl)cccc12)C(=O)O
Cc1[nH]c2ccccc2c1C[C@H](N)C(=O)O
CC(C)(C)c1cc(C(C)(C)C)c2[nH]c(C(C)(C)C)c(C[C@H](N)C(=O)O)c2c1
COc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12
N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O
N[C@@H](Cc1c[nH]c2cc(Br)ccc12)C(=O)O
N[C@H](C(=O)O)[C@H](c1ccccc1)c1c[nH]c2ccccc12
Nc1ccc2c(C[C@H](N)C(=O)O)c[nH]c2c1
N[C@@H](Cc1c[nH]c2cccc(CO)c12)C(=O)O
N[C@@H](Cc1c[nH]c2c(-c3ccco3)cccc12)C(=O)O
N[C@@H](Cc1c[nH]c2c(/N=N/c3cccc4c(C[C@H](N)C(=O)O)c[nH]c34)cccc12)C(=O)O
CC(C)(C)OC(=O)Nc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12
N[C@H](C(=O)O)[C@@H](c1ccccc1)c1c[nH]c2ccccc12
CC(C)[C@H](c1c[nH]c2ccccc12)[C@H](N)C(=O)O
CC(C)[C@@H](c1c[nH]c2ccccc12)[C@H](N)C(=O)O
CC(C)=CCc1ccc(C)c2[nH]cc(C[C@H](N)C(=O)O)c12
Nc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12
C=CC(C)(C)n1cc(C[C@H](N)C(=O)O)c2ccccc21
CC(C)CCc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12
