SMILES
CC(C)=CCOc1ccc(C[C@H](N)C(=O)O)cc1
N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)O
N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O
[N-]=[N+]=Nc1cc(C[C@H](N)C(=O)O)ccc1O
N[C@@H](Cc1ccc(Oc2ccc(O)cc2)c(I)c1)C(=O)O
N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)cc1)C(=O)O
CC(C)(C)Oc1ccc(C[C@H](N)C(=O)O)cc1
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O
N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O
N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)O
N[C@@H](Cc1cc(O)c(O)cc1F)C(=O)O
N[C@@H](Cc1cc(O)c(O)c(SC[C@H](N)C(=O)O)c1)C(=O)O
N[C@@H](Cc1ccc(O)c(F)c1)C(=O)O
COc1ccc(C[C@H](N)C(=O)O)cc1
N[C@@H](Cc1ccc(OC(=O)OCc2ccccc2)cc1)C(=O)O
N[C@H](CSc1cc(C[C@H](N)C(=O)O)cc(O)c1O)C(=O)O
N[C@@H](Cc1cc(N[C@H](C=O)/C=C/COc2ccccc2)c(O)cc1O)C(=O)O
C=CCC1(O)C=CC(C[C@H](N)C(=O)O)=CC1
COc1cc(C[C@H](N)C(=O)O)ccc1O
N[C@@H](Cc1cc(Br)c(O)cc1Br)C(=O)O
Cc1cc(C[C@H](N)C(=O)O)cc(O)c1O
CC(C)Oc1ccc(C[C@H](N)C(=O)O)cc1
Nc1cc(C[C@H](N)C(=O)O)ccc1O
N[C@@H](CC1=CC(C(=O)[C@@H](N)CCC(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(O)C=C1)C(=O)O
N[C@@H](Cc1ccc(O)c(Cl)c1)C(=O)O
N[C@@H](Cc1cncn1[C@H](c1ccc(O)cc1)[C@H](N)C(=O)O)C(=O)O
N[C@@H](Cc1ccc(O)c(F)c1F)C(=O)O
N[C@@H](Cc1ccc(O)c(CO)c1)C(=O)O
N[C@@H](Cc1ccc(Oc2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)c(F)c2)cc1)C(=O)O
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)O
N[C@@H](Cc1ccc(O)cc1F)C(=O)O
