SMILES
N[C@@H](Cc1ccc(N(CCO)CCO)cc1)C(=O)O
N[C@@H](Cc1ccc(B(O)O)cc1)C(=O)O
N[C@@H](Cc1ccc(N2CCOCC2)cc1)C(=O)O
N[C@@H](Cc1ccc(I)cc1)C(=O)O
N[C@@H](Cc1ccc(Br)cc1)C(=O)O
N[C@@H](Cc1cccc(F)c1)C(=O)O
N[C@@H](Cc1ccc(F)cc1)C(=O)O
CN(C)c1ccc(C[C@H](N)C(=O)O)cc1
N[C@@H](Cc1ccc(C(=O)c2ccccc2)cc1)C(=O)O
N[C@@H](Cc1ccc(CS(=O)(=O)O)cc1)C(=O)O
Nc1ccc(C[C@H](N)C(=O)O)cc1
N[C@@H](Cc1ccccc1F)C(=O)O
N[C@@H](Cc1ccc(Cl)cc1)C(=O)O
N[C@@H](Cc1ccc(C(F)(F)F)cc1)C(=O)O
N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)O
COc1ccc(OC)c(C[C@H](N)C(=O)O)c1
N[C@@H](Cc1c(F)c(F)c(F)c(F)c1F)C(=O)O
N[C@@H](Cc1cccc(Cl)c1)C(=O)O
CC(C)(C)c1ccc(C[C@H](N)C(=O)O)cc1
CC(=O)c1ccc(C[C@H](N)C(=O)O)cc1
CC(C)(Br)C(=O)Nc1ccc(C[C@H](N)C(=O)O)cc1
N[C@H](C(=O)O)C(O)c1ccc(Cl)c(Cl)c1
N[C@@H](Cc1ccccc1Cl)C(=O)O
N=C(N)c1ccc(C[C@H](N)C(=O)O)cc1
CC(C)(C)OC(=O)c1ccc(C[C@H](N)C(=O)O)cc1
Cc1ccccc1-c1ccccc1CNc1cnc(-c2ccc(C[C@H](N)C(=O)O)cc2)cn1
N[C@@H](Cc1ccc(-n2ncnn2)cc1)C(=O)O
N[C@@H](Cc1ccc(NC(=O)c2ccnc3ccccc23)cc1)C(=O)O
CS(=O)(=O)Nc1ccc(C[C@H](N)C(=O)O)cc1
N[C@@H](Cc1cc(Cl)c(Cl)c(-c2cncc(O)c2)c1)C(=O)O
C=CC(=O)Nc1ccc(C[C@H](N)C(=O)O)cc1
N[C@@H](Cc1ccc(Cl)cc1Cl)C(=O)O
[N-]=[N+]=Nc1ccc(C[C@H](N)C(=O)O)cc1
C#Cc1ccc(C[C@H](N)C(=O)O)cc1
Cc1ccc(C)c(C[C@H](N)C(=O)O)c1
N#Cc1ccc(C[C@H](N)C(=O)O)cc1
COc1ccc(C[C@H](N)C(=O)O)cc1OC
Cc1ccc(C[C@H](N)C(=O)O)cc1
N#Cc1cccc(C[C@H](N)C(=O)O)c1
N[C@@H](Cc1ccccc1Br)C(=O)O
Cc1cccc(C[C@H](N)C(=O)O)c1
COc1cccc(C[C@H](N)C(=O)O)c1
N[C@@H](CC1=CC(C(=O)[C@@H](N)CCC(=O)O)(C(=O)[C@@H](N)CCC(=O)O)CC=C1)C(=O)O
N[C@@H](Cc1ccc(F)c(F)c1)C(=O)O
N[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)O
N[C@@H](Cc1cccc(Br)c1)C(=O)O
N[C@@H](Cc1ccc(P(=O)(O)O)cc1)C(=O)O
N[C@@H](Cc1ccc(C(=O)c2ccc(O)cc2)cc1)C(=O)O
N[C@@H](Cc1ccc(C(F)(F)C(=O)O)cc1)C(=O)O
N[C@@H](Cc1ccc(C(=O)CF)cc1)C(=O)O
N[C@@H](Cc1cccc(C(=O)[C@@H](N)CCC(=O)O)c1)C(=O)O
N[C@@H](Cc1cc(F)c(F)c(F)c1)C(=O)O
[N-]=[N+]=NCc1ccc(C[C@H](N)C(=O)O)cc1
N[C@@H](Cc1ccccc1O)C(=O)O
N[C@@H](Cc1cccc(O)c1)C(=O)O
N[C@@H](Cc1ccc(C(=O)O)cc1)C(=O)O
Nc1c(I)cc(C[C@H](N)C(=O)O)cc1I
N[C@@H](Cc1ccc(C2(C(F)(F)F)N=N2)cc1)C(=O)O
N[C@@H](Cc1cccc(I)c1)C(=O)O
N[C@@H](Cc1ccc(/N=N/c2ccc(C(=O)O)cc2)cc1)C(=O)O
N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)O
N[C@@H](Cc1cc(F)cc(F)c1)C(=O)O
N[C@@H](Cc1ccc(OC(F)(F)C(F)(F)F)cc1)C(=O)O
N[C@@H](Cc1cc(CP(=O)(O)O)cc(-c2cccc3ccccc23)c1)C(=O)O
CCC1(CC)C(=O)N(C(=O)NCc2ccccc2)C1Oc1ccc(C[C@H](N)C(=O)O)cc1
Cc1cccc(C(C)C)c1C[C@H](N)C(=O)O
CCc1cccc(C)c1C[C@H](N)C(=O)O
CSc1ccc(C[C@H](N)C(=O)O)cc1
N[C@@H](Cc1cccc(C(=O)c2ccccc2)c1)C(=O)O
N[C@@H](Cc1ccc(OC(F)(F)C(F)C(F)(F)F)cc1)C(=O)O
Cc1ccccc1[C@H](C)[C@H](N)C(=O)O
